,name,legislature,iniciative,type,principal,secondary,abstract,status_date1,status1,status_notes1,status date,status,notes,authors,link,combined,topic_polit_electoral_part,topic_salud_atencion_calid,topic_nacion_cultural_patrimoni,topic_educ_superior_institu,topic_delit_sexual_penal,topic_congres_republ_legal,topic_public_servidor_territorial,topic_derech_human_aliment,topic_decret_2020_emergent,topic_servici_transport_social,topic_laboral_contrat_digital,topic_distrit_turist_especial,topic_fuerz_polic_militar,topic_rural_campesin_tierr,topic_justici_judicial_proces,topic_pension_vejez_riesg,topic_agropecuari_sector_product,topic_republ_conveni_colombi,topic_niñ_adolescent_menor,topic_paz_deb_especial,topic_ambiental_miner_sancionatori,topic_famili_proteccion_muj,topic_articul_codig_civil,topic_profesion_etic_profesional,topic_segur_vial_transit,topic,dates,dates end,real status,reason
310,"Por medio del cual la Nación se vincula a la conmemoración de la “batalla de San Juanito”, se rinde público homenaje a la mujer vallecaucana en memoria de la heroína María Antonia Ruiz y se dictan otras disposiciones. [Conmemoración de la batalla de San Juanito]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,"Celebraciones, honores y monumentos",,"La presente ley tiene por objeto vincular a la Nación en la conmemoración de la “Batalla de San Juanito”, librada el 28 de septiembre de 1819, en inmediaciones del actual municipio de Guadalajara de Buga, y que permitió la consolidación de la independencia en lo que es hoy el Valle del Cauca, después de la Batalla de Boyacá, y en la que se resalta el levantamiento popular de gran parte de los poblados que conformaban esta patriótica región, y rendir público homenaje a las mujeres vallecaucanas en especial a la heroína de la campaña libertadora María Antonia Ruíz.",8/9/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2023,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,John Harold Suárez Vargas,ppor-medio-del-cual-la-nacion-se-vincula-a-la-conmemoracion-de-la-batalla-de-san-juanito-se-rinde-publico-homenaje-a-la-mujer-vallecaucana-en-memoria-de-la-heroina-maria-antonia-ruiz-y-se-dictan-otras-disposiciones-conmemoracion-de-la-batalla-de-san-juanito/11846,"Por medio del cual la Nación se vincula a la conmemoración de la “batalla de San Juanito”, se rinde público homenaje a la mujer vallecaucana en memoria de la heroína María Antonia Ruiz y se dictan otras disposiciones. [Conmemoración de la batalla de San Juanito] La presente ley tiene por objeto vincular a la Nación en la conmemoración de la “Batalla de San Juanito”, librada el 28 de septiembre de 1819, en inmediaciones del actual municipio de Guadalajara de Buga, y que permitió la consolidación de la independencia en lo que es hoy el Valle del Cauca, después de la Batalla de Boyacá, y en la que se resalta el levantamiento popular de gran parte de los poblados que conformaban esta patriótica región, y rendir público homenaje a las mujeres vallecaucanas en especial a la heroína de la campaña libertadora María Antonia Ruíz.",0,0,8.773091715,0,0.749441874,0,3.309515298,0,0,0,0,0.6598815571,0,0,0,0.1474403033,0,0,0,0.7113877832,0,3.577474229,0,0,0,topic_nacion_cultural_patrimoni,2021-08-09,2023-06-20,Archived,Transit of Legislation
311,"Por medio de la cual se instituye el día nacional del conserje cuidador, portero, recepcionista y otros afines. [Día nacional del conserje]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,"Celebraciones, honores y monumentos",,"Instituye el 15 de abril como el día nacional del conserje, cuidador, portero, recepcionista y afines.",12/1/2021,Radicado - Gaceta: S/N,Sin anotaciones,5/26/2023,Publicada Ponencia Segundo Debate - Gaceta: 553/23,Segundo debate negativa,Jorge Eduardo Londoño Ulloa,ppor-medio-de-la-cual-se-instituye-el-dia-nacional-del-conserje-cuidador-portero-recepcionista-y-otros-afines-dia-nacional-del-conserje/12102,"Por medio de la cual se instituye el día nacional del conserje cuidador, portero, recepcionista y otros afines. [Día nacional del conserje] Instituye el 15 de abril como el día nacional del conserje, cuidador, portero, recepcionista y afines.",0,0,1.587771393,0,0,0,0.2123132167,0.5172520129,0.886902606,0,0,0,3.734766549,0,0,0,2.193342239,0.2125885341,0,0,0,0,0,1.424065653,2.019272951,topic_fuerz_polic_militar,2021-12-01,2023-05-26,Archived,Transit of Legislature
312,"Por medio del cual se modifica el numeral 4 del artículo 291 de la Ley 1564 del 2012, para establecer la notificación a través de mensajes de transmisión de datos en procesos de familia de única instancia. [Notificación electrónica en procesos de familia]",Jul 2017 - Jul 2018,Legislativa,Proyecto de Ley,Justicia,Familia,"En los asuntos de los que trata el artículo 21 de la presente ley, en los cuales conoce el Juez de Familia en única instancia, cuando la dirección no existe o la persona no reside o no trabaja en el lugar, se procede a solicitar al Juez se realice la notificación personal a través de un mensaje de transmisión de datos de la aplicación whatsapp o mensaje de texto telefónico, previo a la certificación que el operador remita al Juez de Conocimiento en donde indique que el demandado es el titular de la línea telefónica y que cuenta con plan de datos.",4/3/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/21/2018,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Antonio Jose Navarro Wolff,ppor-medio-del-cual-se-modifica-el-numeral-4-del-articulo-291-de-la-ley-1564-del-2012-para-establecer-la-notificacion-a-traves-de-mensajes-de-transmision-de-datos-en-procesos-de-familia-de-unica-instancia-notificacion-electronica-en-procesos-de-familia/9287,"Por medio del cual se modifica el numeral 4 del artículo 291 de la Ley 1564 del 2012, para establecer la notificación a través de mensajes de transmisión de datos en procesos de familia de única instancia. [Notificación electrónica en procesos de familia] En los asuntos de los que trata el artículo 21 de la presente ley, en los cuales conoce el Juez de Familia en única instancia, cuando la dirección no existe o la persona no reside o no trabaja en el lugar, se procede a solicitar al Juez se realice la notificación personal a través de un mensaje de transmisión de datos de la aplicación whatsapp o mensaje de texto telefónico, previo a la certificación que el operador remita al Juez de Conocimiento en donde indique que el demandado es el titular de la línea telefónica y que cuenta con plan de datos.",0,0,0,0,0,0,0.09080557484,0.03220110542,0,0.02678578053,0.006328840401,0,0,0,4.09891697,0,0.5202322714,0.1977964626,0,0,0,9.910797853,7.157295276,0,0,topic_famili_proteccion_muj,2018-04-03,2018-06-21,Archived,Transit of Legislation
313,"Por medio de la cual se aprueba el «Acuerdo entre la República de Colombia y la Confederación Suiza relativo a los servicios aéreos regulares», suscrito en Bogotá, el 3 de agosto de 2016. [Acuerdo con Suiza sobre servicios aéreos]",Jul 2019 - Jul 2020,Gubernamental,Proyecto de Ley,Política Internacional,Tránsito y transporte,"Reconoce la importancia de fortalecer el comercio y el turismo, creando nuevos servicios y además considerando el servicio hacia los usuarios, así como facilitando la expansión de las oportunidades en el transporte aéreo internacional,",8/15/2019,Radicado - Gaceta: S/N,Sin anotaciones,7/16/2021,Sancionado como Ley - Gaceta: 1798/21,Ley 2106 de 2021,,ppor-medio-de-la-cual-se-aprueba-el-acuerdo-entre-la-republica-de-colombia-y-la-confederacion-suiza-relativo-a-los-servicios-aereos-regulares-suscrito-en-bogota-el-3-de-agosto-de-2016-acuerdo-con-suiza-sobre-servicios-aereos/10311,"Por medio de la cual se aprueba el «Acuerdo entre la República de Colombia y la Confederación Suiza relativo a los servicios aéreos regulares», suscrito en Bogotá, el 3 de agosto de 2016. [Acuerdo con Suiza sobre servicios aéreos] Reconoce la importancia de fortalecer el comercio y el turismo, creando nuevos servicios y además considerando el servicio hacia los usuarios, así como facilitando la expansión de las oportunidades en el transporte aéreo internacional,",0,0,0,0,0,0,0,0,0,21.8670608,0,0,0,0,0,0,0,15.52038383,0,0,0,0,0,0,0,topic_servici_transport_social,2019-08-15,2021-07-16,Sanctioned,Law
314,Por medio del cual se modifica el salario de los congresistas y se dictan otras disposiciones. [Salario de los congresistas],Jul 2019 - Jul 2020,Legislativa,Proyecto Acto Legislativo,Rama Legislativa,Administración pública,"Se reconocerá a los congresistas honorarios por su asistencia, permanencia y participación en las sesiones ordinarias y extraordinarias de las comisiones constitucionales, legales y accidentales, así como, la asistencia a las sesiones plenarias del Senado de la República y la Cámara de Representantes según corresponda, como medida de igualdad, equidad y justicia social. La ley determinará el valor de la remuneración, sin que, en ningún caso, estas excedan los Veinticinco (25) Salarios Mínimos Mensuales Vigentes.",5/6/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 224 Ley 5 de 1992,"Carlos Alberto Sergio Carreño Marín, Julián Gallo Cubillos, Omar De Jesús Olmedo Restrepo Correa, Victoria Sandino Simanca Herrera, Pablo Catatumbo Torres Victoria, Israel Alberto Zúñiga Iriarte, Iván Cepeda Castro, Alexánder López Maya, Aída Yolanda Avella Esquivel, David Ricardo Racero Mayorca, Gustavo Bolívar Moreno",ppor-medio-del-cual-se-modifica-el-salario-de-los-congresistas-y-se-dictan-otras-disposiciones-salario-de-los-congresistas/10567,"Por medio del cual se modifica el salario de los congresistas y se dictan otras disposiciones. [Salario de los congresistas] Se reconocerá a los congresistas honorarios por su asistencia, permanencia y participación en las sesiones ordinarias y extraordinarias de las comisiones constitucionales, legales y accidentales, así como, la asistencia a las sesiones plenarias del Senado de la República y la Cámara de Representantes según corresponda, como medida de igualdad, equidad y justicia social. La ley determinará el valor de la remuneración, sin que, en ningún caso, estas excedan los Veinticinco (25) Salarios Mínimos Mensuales Vigentes.",0,0,0,0,0,14.18510854,0,0,0,0.2645105092,0.1819161436,0,0,0.1227630408,3.258339385,0.2579553413,0,0,0,0,0,1.88568963,0,0,0,topic_congres_republ_legal,2020-05-06,2020-06-20,Archived,Term Expiration
315,"Por la cual se dictan normas para garantizar los derechos a la vida, a la integridad personal y a la salud de los individuos mediante la seguridad vial bajo el enfoque de Sistema Seguro, y se dictan otras disposiciones. [Seguridad vial]",Jul 2020 - Jul 2021,Legislativa,Proyecto de ley Estatutaria,Tránsito y transporte,Bienestar y pobreza,"El objeto de la presente ley es garantizar el derecho a la vida, a la integridad personal y a la salud de los individuos en el sistema de tránsito y transporte terrestre mediante la seguridad vial bajo el enfoque de Sistema Seguro, regulando los principales factores de riesgo que atentan contra la seguridad de las personas en el territorio nacional; dentro de los perímetros urbanos y en zonas rurales y, reforzando los instrumentos normativos para luchar contra la violencia vial.",7/22/2020,Radicado - Gaceta: S/N,Sin anotaciones,9/8/2020,Retirado por el Autor - Gaceta: 1139/20,Art 155 Ley 5 de 1992,Roy Leonardo Barreras Montealegre,ppor-la-cual-se-dictan-normas-para-garantizar-los-derechos-a-la-vida-a-la-integridad-personal-y-a-la-salud-de-los-individuos-mediante-la-seguridad-vial-bajo-el-enfoque-de-sistema-seguro-y-se-dictan-otras-disposiciones-seguridad-vial/10823,"Por la cual se dictan normas para garantizar los derechos a la vida, a la integridad personal y a la salud de los individuos mediante la seguridad vial bajo el enfoque de Sistema Seguro, y se dictan otras disposiciones. [Seguridad vial] El objeto de la presente ley es garantizar el derecho a la vida, a la integridad personal y a la salud de los individuos en el sistema de tránsito y transporte terrestre mediante la seguridad vial bajo el enfoque de Sistema Seguro, regulando los principales factores de riesgo que atentan contra la seguridad de las personas en el territorio nacional; dentro de los perímetros urbanos y en zonas rurales y, reforzando los instrumentos normativos para luchar contra la violencia vial.",0,6.014038714,0,0,0.2993855325,0,0,1.866608459,0,0,0,0,0,2.163237911,0,0.3792575958,0,0,0,0,0,0,0,0,46.69748366,topic_segur_vial_transit,2020-07-22,2020-09-08,Archived,Author's Withdrawal
316,"Por medio de la cual se modifica parcialmente la Ley 105 de 1993 con relación a los peajes de infraestructura de transporte – modo carretero a cargo de la Nación, sus especificaciones en términos de calidad y se dictan otras disposiciones. [Peajes]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Tránsito y transporte,Infraestructura,"Propone el diseño de una política integral de peajes de la infraestructura de transporte - modo carretero a cargo de la Nación, con el fin de velar por el adecuado cumplimiento de estándares técnicos y socioeconómicos a la hora de definir las tarifas de los peajes de carreteras.",9/14/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,María Del Rosario Guerra De La Espriella,ppor-medio-de-la-cual-se-modifica-parcialmente-la-ley-105-de-1993-con-relacion-a-los-peajes-de-infraestructura-de-transporte--modo-carretero-a-cargo-de-la-nacion-sus-especificaciones-en-terminos-de-calidad-y-se-dictan-otras-disposiciones-peajes/11591,"Por medio de la cual se modifica parcialmente la Ley 105 de 1993 con relación a los peajes de infraestructura de transporte – modo carretero a cargo de la Nación, sus especificaciones en términos de calidad y se dictan otras disposiciones. [Peajes] Propone el diseño de una política integral de peajes de la infraestructura de transporte - modo carretero a cargo de la Nación, con el fin de velar por el adecuado cumplimiento de estándares técnicos y socioeconómicos a la hora de definir las tarifas de los peajes de carreteras.",0.8951142768,1.267174188,4.84808855,0.90274914,0,0.05072780803,0.1599339083,0,0,4.214598239,0,0,0,0,0.328232575,0.5833199367,0,0,0,0.2281654623,0,0.6994504611,1.010850767,0.0238886605,2.124220566,topic_nacion_cultural_patrimoni,2021-09-14,2022-06-20,Archived,Transit of Legislation
317,"Por medio de la cual se modifica y adiciona a la Ley 5ª de 1992, se crea la Comisión Legal para la Defensa y la Protección Animal, del Congreso de la República de Colombia y se dictan otras disposiciones. [Crea la Comisión Legal para la Defensa y la Protección Animal en el Congreso]",Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Rama Legislativa,Agropecuario y agrícola,"La presente ley tiene por objeto crear la Comisión Legal de Defensa y Protección Animal, con el fin de articular las iniciativas legislativas y de control político a favor de los animales de las diferentes categorías, facilitar la retroalimentación y permitir un diálogo desde los diferentes enfoques, para cualificar y potenciar el tema al interior del Congreso, de acuerdo a las necesidades del país en la materia.",8/16/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Carlos Germán Navas Talero, Iván Cepeda Castro, Antonio Eresmid Sanguino Páez, León Fredy Muñoz Lopera, Luvi Katherine Miranda Peña, Jorge Eduardo Londoño Ulloa, Inti Raúl Asprilla Reyes, Aída Yolanda Avella Esquivel, Victoria Sandino Simanca Herrera, Julián Gallo Cubillos, Luis Alberto Albán Urbano, Armando Alberto Benedetti Villaneda, Guillermo García Realpe",ppor-medio-de-la-cual-se-modifica-y-adiciona-a-la-ley-5-de-1992-se-crea-la-comision-legal-para-la-defensa-y-la-proteccion-animal-del-congreso-de-la-republica-de-colombia-y-se-dictan-otras-disposiciones-crea-la-comision-legal-para-la-defensa-y-la-proteccion-animal-en-el-congreso/9544,"Por medio de la cual se modifica y adiciona a la Ley 5ª de 1992, se crea la Comisión Legal para la Defensa y la Protección Animal, del Congreso de la República de Colombia y se dictan otras disposiciones. [Crea la Comisión Legal para la Defensa y la Protección Animal en el Congreso] La presente ley tiene por objeto crear la Comisión Legal de Defensa y Protección Animal, con el fin de articular las iniciativas legislativas y de control político a favor de los animales de las diferentes categorías, facilitar la retroalimentación y permitir un diálogo desde los diferentes enfoques, para cualificar y potenciar el tema al interior del Congreso, de acuerdo a las necesidades del país en la materia.",0.2745500611,0,0,0,0,10.21215658,0,0.746490325,0.456379566,0.1794227873,0,0.7674162576,0,0,0,0,0,0.1207768971,1.238147287,0,0.877753429,6.804314158,0,0,1.217405394,topic_congres_republ_legal,2018-08-16,2019-06-20,Archived,Transit of Legislation
318,Por medio del cual se incentiva la gestión de reciclaje de envases de un solo uso. [Reciclaje de envases de un solo uso],Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Medio Ambiente,"Comercio, industria y turismo","El presente Proyecto de Ley tiene por objeto la creación del Sistema de Devolución y Retorno de Envases – SDR, el cual consistirá en reembolsar el 10% del valor del producto al consumidor final. Este valor será reconocido como un incentivo económico a los consumidores finales que entreguen los envases separados a los puntos de recolección establecidos por los productores, importadores y comercializadores según el plan de manejo ambiental.",7/22/2020,Radicado - Gaceta: S/N,Sin anotaciones,9/23/2021,Publicada Ponencia Segundo Debate - Gaceta: 1289/21,Segundo debate,"Gustavo Francisco Petro Urrego, Feliciano Valencia Medina, Gustavo Bolívar Moreno, Aída Yolanda Avella Esquivel",ppor-medio-del-cual-se-incentiva-la-gestion-de-reciclaje-de-envases-de-un-solo-uso-reciclaje-de-envases-de-un-solo-uso/10824,"Por medio del cual se incentiva la gestión de reciclaje de envases de un solo uso. [Reciclaje de envases de un solo uso] El presente Proyecto de Ley tiene por objeto la creación del Sistema de Devolución y Retorno de Envases – SDR, el cual consistirá en reembolsar el 10% del valor del producto al consumidor final. Este valor será reconocido como un incentivo económico a los consumidores finales que entreguen los envases separados a los puntos de recolección establecidos por los productores, importadores y comercializadores según el plan de manejo ambiental.",0,0.667607732,0,0,0,0,0,0,1.567663075,0,0.1966850692,0,0,0.4949574521,0,0.2614930345,9.814604426,0.3559530058,0.1421548336,0,7.438306369,0,0.1645686971,0.6190997902,0.4458506609,topic_agropecuari_sector_product,2020-07-22,2021-09-23,Archived,Transit of Legislation
319,"Por medio del cual se modifican normas de la Ley 610 de 2000, de la Ley 1474 de 2011, del Decreto Ley 267 de 2000 y se dictan otras disposiciones en relación con el proceso de responsabilidad fiscal. [Responsabilidad fiscal]",Jul 2018 - Jul 2019,Otras entidades,Proyecto de Ley,Economía,Impuestos,Lo que se pretende es fortalecer y brindar efectividad y oportunidad a la recuperación de los perjuicios generados en el ámbito de la gestión fiscal dentro de un marco de garantías igualmente sólido.,8/16/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Contralor General de la República. Edgardo Maya Villazón,ppor-medio-del-cual-se-modifican-normas-de-la-ley-610-de-2000-de-la-ley-1474-de-2011-del-decreto-ley-267-de-2000-y-se-dictan-otras-disposiciones-en-relacion-con-el-proceso-de-responsabilidad-fiscal-responsabilidad-fiscal/9545,"Por medio del cual se modifican normas de la Ley 610 de 2000, de la Ley 1474 de 2011, del Decreto Ley 267 de 2000 y se dictan otras disposiciones en relación con el proceso de responsabilidad fiscal. [Responsabilidad fiscal] Lo que se pretende es fortalecer y brindar efectividad y oportunidad a la recuperación de los perjuicios generados en el ámbito de la gestión fiscal dentro de un marco de garantías igualmente sólido.",0.1721528482,0.4062054816,0.08602984681,0,0.8382335394,0.1967492397,0.7518708219,0,4.344309702,0,0.2807125547,0.4260853526,0.2176248535,0.05631281854,5.572666698,0,0.3433322132,1.669556705,0,0,2.978580857,0.5400170535,3.383439138,0,0.1192346669,topic_justici_judicial_proces,2018-08-16,2019-06-20,Archived,Transit of Legislation
320,Por medio de la cual se desarrolla el artículo 131 de la Constitución Política estableciendo la naturaleza jurídica y régimen laboral de la función pública notarial. [Función pública notarial],Jul 2020 - Jul 2021,Legislativa,Proyecto de ley Estatutaria,Notariado y registro,Administración pública,La presente ley tiene como fin desarrollar el mandato constitucional de reglamentar la función notarial y su régimen laboral.,7/22/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 208 Ley 5 de 1992,"Gustavo Francisco Petro Urrego, Feliciano Valencia Medina, Gustavo Bolívar Moreno, Aída Yolanda Avella Esquivel",ppor-medio-de-la-cual-se-desarrolla-el-articulo-131-de-la-constitucion-politica-estableciendo-la-naturaleza-juridica-y-regimen-laboral-de-la-funcion-publica-notarial-funcion-publica-notarial/10825,Por medio de la cual se desarrolla el artículo 131 de la Constitución Política estableciendo la naturaleza jurídica y régimen laboral de la función pública notarial. [Función pública notarial] La presente ley tiene como fin desarrollar el mandato constitucional de reglamentar la función notarial y su régimen laboral.,1.282700071,0,0,0,0,1.347124523,6.585351443,0.03146337462,0,0,10.04116733,0.6061541876,0,0,0,2.125888415,0,0,0,0,0,0,5.506245018,1.478744502,0,topic_laboral_contrat_digital,2020-07-22,2021-06-20,Archived,Term Expiration
321,"Por la cual se reforman la Ley 62 de 1993, y la Ley 1801 de 2016, se fortalece el carácter civil de la Policía Nacional y se dictan otras disposiciones. [Policial Nacional con carácter civil]",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,"Seguridad, defensa y fuerza pública",Administración pública,"La presente ley tiene por objeto reformar la Ley 62 de 1993 y la Ley 1801 de 2016 para fortalecer el carácter civil de la Policía Nacional, prohibir y regular tácticas y procedimientos policiales agresivos, fortalecer el control externo, dar impulso al Sistema Nacional de Participación Ciudadana, entre otras disposiciones.",10/9/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Tránsito de Legislatura - Gaceta: S/N,Sin anotaciones,"Feliciano Valencia Medina, Abel David Jaramillo Largo, Ángela María Robledo Gómez, Gustavo Francisco Petro Urrego, Antonio Eresmid Sanguino Páez, José Aulo Polo Narváez, León Fredy Muñoz Lopera, Angélica Lozano Correa, Jorge Eduardo Londoño Ulloa, Wilmer Leal Pérez, Juan Luis Castro Córdoba, Inti Raúl Asprilla Reyes, María José Pizarro Rodríguez, Edwing Fabián Díaz Plata, Gustavo Bolívar Moreno, Aída Yolanda Avella Esquivel, Jorge Enrique Robledo Castillo, Alexánder López Maya, Jorge Alberto Gómez Gallego, Wilson Neber Arias Castillo, Luis Iván Marulanda Gómez, Iván Cepeda Castro",ppor-la-cual-se-reforman-la-ley-62-de-1993-y-la-ley-1801-de-2016-se-fortalece-el-caracter-civil-de-la-policia-nacional-y-se-dictan-otras-disposiciones-policial-nacional-con-caracter-civil/11337,"Por la cual se reforman la Ley 62 de 1993, y la Ley 1801 de 2016, se fortalece el carácter civil de la Policía Nacional y se dictan otras disposiciones. [Policial Nacional con carácter civil] La presente ley tiene por objeto reformar la Ley 62 de 1993 y la Ley 1801 de 2016 para fortalecer el carácter civil de la Policía Nacional, prohibir y regular tácticas y procedimientos policiales agresivos, fortalecer el control externo, dar impulso al Sistema Nacional de Participación Ciudadana, entre otras disposiciones.",0,0.3467269275,0.9175775404,0,0,0,0.2757557012,0,0,0,0,0.2619984596,13.26786827,0,0,0,3.070554708,0,0.0220304441,0,0.3376090132,0,6.261327216,0,2.068138818,topic_fuerz_polic_militar,2020-10-09,2021-06-20,Archived,Transit of Legislation
322,Por medio de la cual se prohíbe los vehículos de tracción animal para fines turísticos y se dictan otras disposiciones. [Prohíbe vehículos de tracción animal],Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,"Comercio, industria y turismo",Agropecuario y agrícola,Busca incluir un nuevo prestador de servicios turísticos: los vehículos de tracción eléctrica y se prohíben los vehículos de tracción animal para estos fines.,10/7/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Santiago Valencia González, Hernán Humberto Garzón Rodríguez, Fernando Nicolás Araújo Rumié, Ciro Alejandro Ramírez Cortés, Enrique Cabrales Baquero",ppor-medio-de-la-cual-se-prohibe-los-vehiculos-de-traccion-animal-para-fines-turisticos-y-se-dictan-otras-disposiciones-prohibe-vehiculos-de-traccion-animal/11849,Por medio de la cual se prohíbe los vehículos de tracción animal para fines turísticos y se dictan otras disposiciones. [Prohíbe vehículos de tracción animal] Busca incluir un nuevo prestador de servicios turísticos: los vehículos de tracción eléctrica y se prohíben los vehículos de tracción animal para estos fines.,0,0,0,0,0,0.1447549564,0,0,0,3.62016513,0,5.500176885,0,0,0,0,0,0,0,0,0,2.128626725,0,0.464598309,2.503442845,topic_distrit_turist_especial,2021-10-07,2022-06-20,Archived,Transit of Legislation
323,Por medio de la cual se le otorgan facultades extraordinarias al Presidente de la República para incrementar de manera extraordinaria el salario mínimo legal mensual vigente. [Aumento extraordinario del salario mínimo],Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Economía,Bienestar y pobreza,"Se trata de un incremento extraordinario por una sola vez del salario mínimo legal mensual vigente, que se expondrá ante la Comisión Permanente de Concertación de Políticas Salariales y Laborales.",8/22/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Álvaro Uribe Velez,ppor-medio-de-la-cual-se-le-otorgan-facultades-extraordinarias-al-presidente-de-la-republica-para-incrementar-de-manera-extraordinaria-el-salario-minimo-legal-mensual-vigente-aumento-extraordinario-del-salario-minimo/9546,"Por medio de la cual se le otorgan facultades extraordinarias al Presidente de la República para incrementar de manera extraordinaria el salario mínimo legal mensual vigente. [Aumento extraordinario del salario mínimo] Se trata de un incremento extraordinario por una sola vez del salario mínimo legal mensual vigente, que se expondrá ante la Comisión Permanente de Concertación de Políticas Salariales y Laborales.",0.3849363633,0,0,0.2123866039,0.1053525874,6.058603965,0,0.2919072403,0,0,2.162568596,0,0,0,0,3.625530619,0,0,0,0,0,0.1023311845,0,0,0,topic_congres_republ_legal,2018-08-22,2019-06-20,Archived,Transit of Legislation
324,"Por medio de la cual se aprueba el «Convenio Multilateral Iberoamericano de Seguridad Social (CMISS)», hecho en Santiago, República de Chile, el 10 de noviembre de 2007. [Convenio Iberoamericano de seguridad social]",Jul 2019 - Jul 2020,Gubernamental,Proyecto de Ley,Política Internacional,Seguridad Social y salud,"Se pretende ampliar los mecanismos de protección social para los colombianos en el exterior y los extranjeros en el país, favorecer los canales de migración regular con miras a reducir la vulnerabilidad de la población migrante, garantizar el principio de igualdad de trato para los nacionales de los Estados Parte del Convenio y los derechos adquiridos y en curso de adquisición de los trabajadores migrantes y de las personas dependientes de ellos.",8/15/2019,Radicado - Gaceta: S/N,Sin anotaciones,7/15/2021,Sancionado como Ley - Gaceta: 1797/21,Ley 2103 de 2021,"Ministro de Hacienda y Crédito Público. Alberto Carrasquilla Barrera , Ministra del Trabajo. Alicia Arango Olmos , Ministro de Relaciones Exteriores. Carlos Holmes Trujillo ",ppor-medio-de-la-cual-se-aprueba-el-convenio-multilateral-iberoamericano-de-seguridad-social-cmiss-hecho-en-santiago-republica-de-chile-el-10-de-noviembre-de-2007-convenio-iberoamericano-de-seguridad-social/10314,"Por medio de la cual se aprueba el «Convenio Multilateral Iberoamericano de Seguridad Social (CMISS)», hecho en Santiago, República de Chile, el 10 de noviembre de 2007. [Convenio Iberoamericano de seguridad social] Se pretende ampliar los mecanismos de protección social para los colombianos en el exterior y los extranjeros en el país, favorecer los canales de migración regular con miras a reducir la vulnerabilidad de la población migrante, garantizar el principio de igualdad de trato para los nacionales de los Estados Parte del Convenio y los derechos adquiridos y en curso de adquisición de los trabajadores migrantes y de las personas dependientes de ellos.",0.0540962222,0.2904423422,0,0,0,0,0,3.93118724,1.734394837,1.111967729,1.778302376,0,0,0,0,0,0,17.40898749,0,1.279767625,0,2.726356102,0,0,11.68394777,topic_republ_conveni_colombi,2019-08-15,2021-07-15,Sanctioned,Law
