,Año,Autoridad Ambiental,NOMBRE/RAZÓN SOCIAL,PERSONA NATURAL O JURÍDICA,REPRESENTANTE LEGAL,TIPO DE AUTORIZACIÓN / ENTIDAD QUE OTORGA,No. PERMISO/ LICENCIA AMBIENTAL/ SANCIONATORIO,FECHA DE OTORGAMIENTO,VIGENCIA (meses),TIPO DE CAZA,VALOR TIPO DE CAZA,ESPECIE O GRUPO TAXONÓMICO,ORDEN,CLASE,No. INDIVIDUOS y/o MUESTRAS APROBADOS,DEPARTAMENTO,MUNICIPIO,No. CERTIFICADO SiB,ESTADO DE CONSERVACIÓN DE LA ESPECIE,ESTADO DE CONSERVACIÓN DEL HÁBITAT,PRESIÓN POR USO,COEFICIENTE BIÓTICO (Cb),NACIONALIDAD (N),GRUPO TRÓFICO (Gt),"COEFICIENTE DE VALORACIÓN 
(V)",FACTOR REGIONAL (FR),No. ESPECÍMENES O MUESTRAS (Es),UNIDAD DE Es,TARIFA MÍNIMA (TM),COSTO DE IMPLEMENTACIÓN (CI),MONTO A PAGAR (MP),RECLAMACIONES,MP DESPUÉS DE RECLAMACIÓN,RECAUDO
10,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Noctuana haematospila,Lepidoptera,Insecta,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Datos insuficientes (DD) o especies No evaluadas (NE),Pobremente conservado,,1,0,0.15,1.0,0.09,1,Individuo,"$    10,903.00","$    29,530.00",$    981.00,No,No registra,$    981.00
11,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Pedaliodes poesia,Lepidoptera,Insecta,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Datos insuficientes (DD) o especies No evaluadas (NE),Pobremente conservado,,1,0,0.15,1.0,0.09,1,Individuo,"$    10,903.00","$    29,530.00",$    981.00,No,No registra,$    981.00
12,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Pedaliodes poesia,Lepidoptera,Insecta,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Datos insuficientes (DD) o especies No evaluadas (NE),Pobremente conservado,,1,0,0.15,1.0,0.09,1,Individuo,"$    10,903.00","$    29,530.00",$    981.00,No,No registra,$    981.00
13,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Perisama blomplandii,Lepidoptera,Insecta,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Datos insuficientes (DD) o especies No evaluadas (NE),Pobremente conservado,,1,0,0.15,1.0,0.09,1,Individuo,"$    10,903.00","$    29,530.00",$    981.00,No,No registra,$    981.00
14,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Pronophila epidipnis orchewitsoni,Lepidoptera,Insecta,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Datos insuficientes (DD) o especies No evaluadas (NE),Pobremente conservado,,1,0,0.15,1.0,0.09,1,Individuo,"$    10,903.00","$    29,530.00",$    981.00,No,No registra,$    981.00
15,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Theritas monica,Lepidoptera,Insecta,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Datos insuficientes (DD) o especies No evaluadas (NE),Pobremente conservado,,1,0,0.15,1.0,0.09,1,Individuo,"$    10,903.00","$    29,530.00",$    981.00,No,No registra,$    981.00
16,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Urbanus teleus,Lepidoptera,Insecta,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Datos insuficientes (DD) o especies No evaluadas (NE),Pobremente conservado,,1,0,0.15,1.0,0.09,1,Individuo,"$    10,903.00","$    29,530.00",$    981.00,No,No registra,$    981.00
17,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Urbanus viterboana,Lepidoptera,Insecta,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Datos insuficientes (DD) o especies No evaluadas (NE),Pobremente conservado,,1,0,0.15,1.0,0.09,1,Individuo,"$    10,903.00","$    29,530.00",$    981.00,No,No registra,$    981.00
18,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Paratrigona sp,Hymenoptera,Insecta,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,,Pobremente conservado,,1,0,0.15,1.0,0.09,1,Individuo,"$    10,903.00","$    29,530.00",$    981.00,No,No registra,$    981.00
19,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Bombus sp,Hymenoptera,Insecta,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Datos insuficientes (DD) o especies No evaluadas (NE),Pobremente conservado,,1,0,0.15,1.0,0.09,1,Individuo,"$    10,903.00","$    29,530.00",$    981.00,No,No registra,$    981.00
20,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Agapostemon sp,Hymenoptera,Insecta,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Datos insuficientes (DD) o especies No evaluadas (NE),Pobremente conservado,,1,0,0.15,1.0,0.09,1,Individuo,"$    10,903.00","$    29,530.00",$    981.00,No,No registra,$    981.00
